name	mrna_length	genome_length	exon_count
RARB	3129	169667	8
TOP2B	5189	66314	36
NGLY1	2182	64148	12
OXSM	1518	4454	3
LRRC3B	1689	87964	2
NEK10	2022	105572	16
SLC4A7	7757	84032	25
EOMES	2735	5899	6
MGC61571	623	78138	4
AZI2	3115	26490	8
RBMS3	1597	709866	13
TGFBR2	4701	87638	8
GADL1	3084	124646	11
STT3B	2479	103064	16
OSBPL10	3922	320921	13
GPD1L	3910	62053	8
CMTM8	1168	131641	4
CMTM7	1351	63171	5
CMTM6	3366	21600	4
DYNC1LI1	2474	44874	13
CNOT10	2741	88657	19
TRIM71	3137	74261	4
CCR4	1657	3338	2
GYS2	3132	68659	16
CRTAP	6621	33786	7
FBXL2	2360	109184	15
UBP1	4145	52040	16
CLASP2	7260	222111	38
PDCD6IP	6448	71638	18
ARPP-21	3240	152139	20
STAC	2963	167400	11
EPM2AIP1	5565	5565	1
MLH1	2522	57357	19
LRRFIP2	2154	121584	13
GOLGA4	7701	123504	24
C3orf35	1856	36333	6
ITGA9	3960	367467	28
CTDSPL	4454	122291	8
TMEM168	3949	24690	5
ADAM28	2106	42031	14
LAIR1	2765	11487	9
C2orf18	3912	16958	6
CRYZL1	1708	52511	13
CCBL1	1924	48962	13
CA5B	6031	49336	8
ZNF711	4165	29370	9
NAB2	2710	6582	7
FSTL3	2511	7004	5
MAPK15	1886	6125	14
ACAA1	1695	14409	12
OXSR1	4522	89953	18
SLC22A13	2527	12476	10
SLC22A14	2201	12639	10
XYLB	3694	68228	19
HOXD13	2327	3135	2
ENDOGL1	1459	28347	6
DSE	4039	67333	6
PBX2	3210	5451	9
RNF207	3971	15171	18
LOC441581	890	1697	4
FAT4	14774	175356	15
WDR48	3689	44373	19
GORASP1	3057	11040	9
TTC21A	4208	31196	29
AXUD1	3182	11755	5
CMYA1	6451	9371	2
CX3CR1	3107	16542	2
CCR8	2371	4859	2
SLC25A38	1999	13880	7
RPSA	1144	5827	7
MYRIP	4862	450502	17
EIF1B	1010	2741	4
ENTPD3	2772	41417	11
RPL14	834	5058	6
ZNF619	2200	11241	6
ZNF620	2102	11509	5
ZNF621	8106	14540	5
CTNNB1	3645	40923	15
CCK	829	7078	3
LYZL4	872	13491	5
VIPR1	2771	34943	13
SEC22C	1506	33956	7
NKTR	7357	48086	19
ZBTB47	4200	8199	5
KBTBD5	2419	6928	6
HHATL	1749	8858	13
CCDC13	2821	64863	16
HIGD1A	1338	20199	4
CCBP2	2947	57799	3
CYP8B1	3949	3949	1
ZNF662	3919	11731	5
C3orf39	2538	26837	2
SNRK	5119	64535	7
ABHD5	1427	27917	7
C3orf23	1968	21656	4
ZNF445	9087	36739	8
ZNF167	3463	16937	6
ZNF660	2205	11102	3
ZNF197	4334	20240	6
ZNF35	2648	12050	4
ZNF502	3268	11184	4
ZNF501	3063	7452	3
KIAA1143	829	8626	3
KIF15	4756	91459	35
TMEM42	969	3745	3
TGM4	2975	39967	14
ZDHHC3	2718	50954	8
EXOSC7	1013	35199	8
CLEC3B	840	9793	3
CDCP1	6006	64145	9
LARS2	4203	160254	22
SACM1L	3518	55958	20
SLC6A20	5352	41015	11
LZTFL1	3398	18176	10
CCR9	2544	16649	3
FYCO1	8497	77905	18
CXCR6	1953	4873	2
XCR1	1250	6688	2
CCR1	2676	6633	2
CCR3	1945	24475	3
PRPH2	2971	25970	3
CCRL2	1728	2293	2
LTF	2360	28899	17
RTP3	817	2955	2
LRRC2	4860	50902	10
TDGF1	2024	4738	6
ALS2CL	3130	8221	11
TMIE	1646	9379	4
TSP50	1333	5754	6
TESSP5	782	2405	4
TESSP2	882	3692	5
PTHR1	2125	26051	16
CCDC12	844	55019	7
SETD2	7986	107834	19
KIF9	2739	54204	21
KLHL18	4615	63866	10
CD177	2363	9655	9
SCAP	4255	62262	23
TMEM103	1349	18070	7
CSPG5	1987	16461	5
SMARCC1	5735	196020	28
DHX30	3860	47032	23
MAP4	5072	59618	12
CDC25A	3706	31134	15
CAMP	714	2114	4
ZNF589	2371	29833	7
NME6	1167	7258	6
FBXW12	1645	22480	11
PLXNB1	7097	21480	37
TRPM1	5413	100373	27
CCDC72	463	3852	4
TREX1	2428	18837	12
SCOTIN	2166	32465	6
PFKFB4	3482	39103	14
UCN2	1483	2049	2
COL7A1	9261	31180	118
UQCRC1	1617	10667	13
TMEM89	479	914	2
HADHB	2187	45717	16
HADHA	3036	54090	20
CELSR3	11961	26452	35
NCKIPSD	2960	12055	13
IHPK2	1794	29270	6
LOC401720	4532	4532	1
PRKAR2A	2381	97178	11
SLC25A20	1786	41965	9
ARIH2	4060	66689	16
PH-4	2827	17239	8
WDR6	4066	8557	6
DALRD3	2238	3583	12
C3orf60	893	3017	5
IMPDH2	1685	5108	14
QRICH1	3315	64363	11
QARS	2429	8806	24
USP19	4401	12106	26
FLJ10769	2661	24335	10
VPS33B	2639	24060	23
CCDC71	1780	3786	2
KLHDC8B	1934	4851	6
CCDC36	2612	59295	10
C3orf62	3345	8234	3
USP4	3682	62522	22
GPX1	902	1181	2
RHOA	1919	52946	5
TCTA	2146	4270	3
AMT	2102	5801	9
DAG1	5492	65454	3
PTPRZ1	8157	188930	30
APEH	2757	9499	22
MST1	2221	4707	18
RNF123	4254	31972	39
AMIGO3	2159	2159	1
GMPPB	1642	2453	8
IHPK1	4117	62246	5
LOC389118	1188	1604	3
C3orf54	1040	1777	2
UBE1L	3312	8753	24
TRAIP	2024	27965	15
CAMKV	3028	11948	11
MST1R	4533	16633	20
MON1A	2038	20952	6
RBM6	3620	137090	21
RBM5	3097	30023	25
SEMA3F	3515	33660	19
GNAT1	1284	4907	9
SLC38A3	2436	15698	16
GNAI2	2200	23140	9
SEMA3B	2921	9531	18
C3orf45	1433	9027	4
IFRD2	2044	4799	12
HYAL3	1942	6638	4
NAT6	1194	2879	2
HYAL1	2518	3684	3
HYAL2	1891	3660	4
TUSC2	1682	3328	3
HLTF	4514	56438	26
MRPS24	696	2989	4
ZMYND10	1773	4620	12
TUSC4	1664	3568	11
CYB561D2	1198	3198	4
TMEM115	2095	4760	2
CACNA2D2	5341	140661	38
C3orf18	2654	9720	6
HEMK1	5859	15511	11
CISH	2011	5278	3
MAPKAPK3	2500	32119	11
DOCK3	8713	708993	53
ARMET	875	4073	4
RBM15B	6604	6604	1
VPRBP	5825	100704	25
RAD54L2	4291	35894	20
TEX264	1555	33048	5
GRM2	3150	9660	5
IQCF2	587	1796	3
IQCF1	694	8459	4
RRP9	1543	8477	15
PARP3	2353	6521	11
GPR62	2123	2123	1
PCBP4	2598	4178	10
ABHD14B	1815	5499	4
ABHD14A	1060	6127	5
ACY1	1414	5655	15
RPL29	694	2314	4
DUSP7	1239	5531	3
WDR51A	1889	79151	11
ALAS1	2258	16228	11
TLR9	3868	5082	2
TWF2	1624	10557	9
PPM1M	2429	4426	9
TMEM113	2957	5453	5
GLYCTK	1982	5621	5
DNAH1	13115	83988	77
BAP1	3582	8983	17
PHF7	2275	13130	11
SEMA3G	4700	11776	16
TNNC1	686	2941	6
NISCH	5139	37465	21
STAB1	7924	29154	69
NT5DC2	2047	10668	14
CD96	4432	110280	14
WDR90	5541	18467	41
ALPP	2865	4250	11
ASB1	6832	25265	5
GLT25D2	5181	101897	12
CHML	7065	7065	1
GNL3	2040	8573	15
GLT8D1	1611	9118	10
SPCS1	1096	2353	4
NEK4	3694	60138	16
ITIH1	2910	14470	22
ITIH3	2796	14001	22
ITIH4	3259	17688	24
MUSTN1	565	1941	3
TMEM110	1578	57650	8
SFMBT1	3694	140654	22
RFT1	2781	39653	13
PRKCD	2833	31509	19
TKT	1971	30286	14
DCP1A	2028	60226	10
CACNA1D	7191	316885	49
CHDH	2145	28536	9
BAZ1B	6094	81867	20
ACTR8	3525	15033	13
SELK	817	6763	5
CACNA2D3	3673	951890	38
LRTM1	1273	9688	3
WNT5A	5837	21588	5
ERC2	6132	960056	17
CCDC66	3094	64642	18
C3orf63	7113	43781	17
ARHGEF3	3560	74508	10
SPATA12	2413	14992	2
HESX1	892	2056	4
IL17RD	8720	75394	13
ASB14	2199	10602	4
FLJ44290	2048	46338	12
2'-PDE	3883	5678	3
ARF4	1603	25989	6
FAM116A	4640	67618	20
SLMAP	4420	171721	21
DNASE1L3	1463	22045	10
ABHD6	2341	57151	9
RPP14	1538	12221	6
PXK	2027	92262	18
PDHB	1501	6197	10
KCTD6	1825	3988	2
ACOX2	2295	32053	15
CLIP2	5562	116468	17
FAM3D	1307	32891	10
FLJ42117	2551	307979	16
FHIT	1079	1502087	10
PTPRG	5770	732453	30
C3orf14	765	13923	5
FEZF2	1900	3658	5
CADPS	5471	477033	30
SYNPR	2335	173573	5
THOC7	919	29963	8
ATXN7	4415	136094	13
PSMD6	1308	12890	8
PRICKLE2	8297	131581	8
ADAMTS9	7310	172033	40
MAGI1	7061	684603	23
C8ORFK23	6050	268075	41
LASS2	2464	9791	11
LRIG1	4761	121624	19
KBTBD8	4613	12228	3
SUCLG2	2319	279863	11
FAM19A1	1912	541316	5
FAM19A4	2150	200795	7
C3orf64	4137	38406	15
UBE1C	2118	25643	18
ARL6IP5	2126	21148	3
LMOD3	4069	15678	3
MITF	4766	228854	10
LOC401072	4064	4064	1
FOXP1	6221	628404	21
EIF4E3	2764	70898	8
GPR27	1127	1127	1
PROK2	1404	13406	3
SHQ1	2846	99169	11
PPP4R2	1462	68893	9
FLJ10213	1660	1660	1
PDZRN3	4161	242421	10
CNTN3	4997	258622	22
CEP290	7954	93203	54
ROBO1	7475	422185	29
CADM2	3329	342317	10
VGLL3	10394	53133	4
CHMP2B	2394	28052	6
POU1F1	1262	16955	6
SLC6A5	2861	55663	16
CGGBP1	4533	7041	4
C3orf38	1364	6957	3
EPHA3	5807	374609	17
PROS1	3280	100749	15
ARL13B	3266	75140	8
STX19	1156	14240	2
DHFRL1	3752	4891	2
NSUN3	1435	63776	6
ARL6	1390	33775	9
PTEN	5546	105337	9
OR5AC2	928	928	1
OR5H1	940	940	1
OR5H14	933	933	1
OR5H15	940	940	1
OR5H6	978	978	1
OR5H2	945	945	1
OR5K4	964	964	1
OR5K3	965	965	1
OR5K2	950	950	1
GPR15	1081	1081	1
CPOX	2693	14150	7
ST3GAL6	2092	61663	11
DCBLD2	6092	105719	16
COL8A1	2658	157705	5
FLJ44076	3360	3360	1
C3orf26	1197	360766	10
TBC1D23	2065	62660	18
NIT2	978	20624	10
TOMM70A	4358	37917	12
TMEM45A	1564	84823	6
GPR128	3070	85821	16
TFG	1797	39651	8
ABI3BP	4451	244134	35
IMPG2	4454	94132	19
ATG9A	3772	10259	16
PCNP	2237	20238	5
ZBTB11	5040	27627	11
RPL24	562	5630	6
LRRIQ2	4411	42688	11
FAM55C	3925	44378	8
NFKBIZ	3766	33009	13
ZPLD1	3619	44827	11
ALCAM	4740	210031	16
CBLB	3975	210778	19
CCDC54	1294	1294	1
BBX	3449	282908	17
CD47	5313	47995	10
CDKN2A	1433	7287	3
IFT57	3033	61589	11
HHLA2	2659	75794	10
KIAA1524	3375	38884	21
DZIP3	5294	105109	33
RETNLB	1245	2317	3
TRAT1	1695	32084	6
GUCA1C	860	45971	4
MORC1	3740	159880	28
DPPA2	1379	22724	9
DPPA4	2578	11193	7
PVRL3	1650	62198	6
COL12A1	8086	121581	51
LIPF	1497	14479	10
RGL1	5112	292458	19
ZBED2	2186	2419	2
PLCXD2	2063	171772	4
PHLDB2	5457	92310	16
ABHD10	2569	14308	5
TAGLN3	1314	15149	5
C3orf52	2220	31805	6
GCET2	3468	12430	6
SLC9A10	4120	153320	29
BTLA	1222	33603	5
ATG3	1241	29126	12
SLC35A5	2939	22108	7
CCDC80	4521	36567	8
CD200R2	1296	30242	6
CD200R1	2272	52406	8
GTPBP8	1356	10421	6
C3orf17	4703	17262	8
BOC	4278	74929	20
WDR52	3260	78629	21
CCDC52	5413	72435	18
ZNF586	2213	10958	3
LOC150763	2823	13033	22
ZNF462	8288	148412	13
NAT13	3576	27256	5
ATP6V1A	4547	64994	15
GRAMD1C	3761	108341	18
ZDHHC23	3774	15078	6
KIAA1407	3974	92475	17
QTRTD1	3993	31656	10
DRD3	1640	50343	7
ZNF80	2557	2945	2
VSIG9	2139	15474	4
ZBTB20	2957	808603	10
GAP43	1225	97701	3
LSAMP	1531	635229	7
IGSF11	3429	134196	7
C3orf30	1814	5306	3
UPK1B	2057	31575	8
B4GALT4	2254	29157	8
CDGAP	6320	123345	12
TMEM39A	2957	32771	9
KTELC1	1957	24195	11
C3orf1	1591	25756	7
ADPRH	3438	10269	5
PLA1A	1723	31907	11
POPDC2	1644	18497	4
COX17	423	7872	3
C3orf15	4167	63815	18
NR1I2	4416	38001	9
GSK3B	1621	266966	12
GPR156	2444	77066	9
FSTL1	3681	56699	11
NDUFB4	525	6046	3
TMEM183A	2220	16664	8
GTF2E1	2949	32547	4
POLQ	8755	114556	30
ARGFX	5064	22691	5
FBXO40	3411	34659	4
HCLS1	1956	29469	14
GOLGB1	10283	85653	22
IQCB1	2360	65083	15
EAF2	1019	51339	6
SLC15A2	2830	47171	22
ILDR1	2658	34860	7
CD40	1616	11479	9
CASR	4913	102813	7
CSTA	825	16803	3
CCDC58	717	23638	5
C3orf28	837	25938	5
WDR5B	4183	4183	1
KPNA1	6887	93037	14
PARP9	3231	36652	11
DTX3L	4913	10011	5
PARP15	1956	21012	8
PARP14	6880	31517	12
HSPBAP1	1936	53805	8
DIRC2	2106	84855	9
C1QTNF2	2385	22862	3
RHBDD2	1756	9928	4
DENND4C	7022	83390	28
PDIA5	1675	94911	17
ADCY5	3842	163994	21
PTPLB	4254	93629	7
GHITM	2449	14127	9
TMED2	2119	13606	4
VAT1	2758	7838	6
LOC346157	1596	12704	3
C6orf167	8642	141015	25
HNF4G	4091	26857	10
FAM107A	3462	13645	5
CNOT6L	8793	106003	12
CENPK	1730	45402	11
SCN11A	6500	104793	26
FAM109B	2331	5187	3
CCDC14	7913	43363	9
ROPN1	1101	22319	7
KALRN	6481	425114	34
UMPS	2246	14416	6
ITGB5	3371	124349	15
MUC13	2861	29292	12
SLC12A8	3482	130102	14
ZNF148	3015	143175	10
SNX4	2523	73564	14
OSBPL11	4189	66231	13
LOC200810	805	7765	6
ROPN1B	998	14267	6
SLC41A3	2267	50418	10
ALDH1L1	3125	77078	23
KLF15	2526	14760	3
CCDC37	2086	41617	17
UROC1	3127	36471	20
CHST13	1738	18958	3
C3orf22	946	9239	4
CHCHD6	946	256127	8
PLXNA1	8994	48727	31
C3orf56	1737	5052	2
GPR175	1861	7366	10
MCM2	3430	24022	16
PODXL2	2143	43586	8
ABTB1	1980	7982	12
MGLL	4612	133791	8
KLHDC6	4121	64250	5
SEC61A1	3635	19314	12
RUVBL1	1736	42840	11
EEFSEC	2215	255176	7
DNAJB8	2468	4810	3
GATA2	3365	13757	6
C3orf27	2696	4086	3
RPN1	2341	30907	10
RAB7A	2232	88663	6
ACAD9	2453	33503	18
CCDC48	1963	10292	6
GP9	852	1603	3
RAB43	4447	34202	3
ISY1	1758	31795	11
CNBP	1492	14267	5
COPG	3072	28162	24
C3orf37	1618	26450	7
H1FX	1503	1503	1
C3orf47	362	5306	3
C3orf25	2153	27330	9
MBD4	2470	9060	8
IFT122	3837	80223	29
RHO	2767	6705	5
H1FOO	1066	8147	5
PLXND1	7094	51644	36
TMCC1	5136	40446	4
TRH	1562	3218	3
ARVP6125	1513	1513	1
PIK3R4	5038	67918	20
ATP2C1	4738	108559	27
ASTE1	2662	12926	6
NEK11	2056	148248	15
NUDT16	3274	4223	3
MRPL3	1732	40784	10
CPNE4	2564	500261	16
ACPP	3081	41342	10
TP53BP2	4656	66079	18
RYR2	16365	791587	105
ACAD11	3503	101941	20
CCRL1	2222	5287	2
UBE1DC1	2702	17476	12
NPHP3	5370	41823	27
TMEM108	2145	357803	6
BFSP2	1626	75267	7
CDV3	3306	16531	5
TOPBP1	5261	61204	28
TF	2318	32401	17
SRPRB	1745	14847	7
C3orf36	1667	1667	1
SLCO2A1	4029	97187	14
FLNC	9146	28854	48
TNRC6A	8420	96497	25
AMOTL2	4984	19217	10
ANAPC13	1170	8280	3
SIGLEC10	3787	8176	11
KY	2045	47741	12
EPHB1	4512	465046	16
PPP2R3A	6743	182167	14
MSL2L1	4696	46929	2
STAG1	5166	415247	34
TMEM22	1936	36750	2
NCK1	1913	86895	4
IL20RB	2040	53214	7
SOX14	818	818	1
CLDN18	3350	34837	5
DZIP1L	3491	53618	16
A4GNT	1242	8141	3
DBR1	2649	13921	8
ARMC8	3162	59581	13
TXNDC6	2133	68450	12
MRAS	3910	32669	5
VTCN1	2604	67340	6
CEP70	2660	99941	18
FAIM	1524	24670	6
PIK3CB	3211	103953	22
FOXL2	2735	2735	1
LOC389151	1896	1896	1
FLJ46210	2657	2791	2
MRPS22	1120	13025	8
COPB2	3060	32027	22
RBP2	687	23626	4
RBP1	709	22207	4
NMNAT3	1855	117800	5
CLSTN2	4413	632424	17
TRIM42	2538	23111	5
SLC25A36	2000	35466	7
SPSB4	2408	96710	3
ACPL2	3006	62804	6
RASA2	2592	125272	24
RNF7	1598	8192	3
GRK7	1744	38848	4
ATP1B3	1853	49913	7
TFDP2	2303	77107	11
GK5	9816	68060	16
ZNF230	4132	10996	5
NLRP13	3155	36390	11
ATR	8231	129572	47
PLS1	3639	90158	16
MOSPD3	1201	2885	5
PCOLCE2	1909	71223	9
C11orf51	881	3189	6
CHST2	3041	3143	2
SLC9A9	3542	583225	16
C3orf58	4073	20289	3
PLOD2	3996	92055	19
PLSCR4	3207	58745	9
PLSCR2	1265	62641	9
PLSCR1	2077	29529	9
ZIC4	4087	20571	5
ZIC1	5229	7324	3
BICC1	3119	315942	21
A3GALT2	1023	14333	5
CPB1	1458	32383	11
CPA3	1633	31779	11
GYG1	1804	36044	8
HPS3	4451	43935	17
ARHGAP24	4643	527539	10
TM4SF18	1152	12564	6
TM4SF1	1691	8764	5
TM4SF4	1428	28635	5
WWTR1	1996	137750	7
COMMD2	1423	11747	5
RNF13	2933	149420	11
TSC22D2	3883	50826	4
EIF2A	3878	39229	14
SELT	3488	27167	6
C3orf44	2051	44066	14
SIAH2	2619	22353	2
CLRN1	1443	18073	4
RPS6KL1	3016	16799	11
RPP25	2333	2333	1
ZNF765	4576	16865	4
VSTM1	1014	23120	9
GPR171	1779	5354	3
GPR87	1498	22740	3
P2RY13	2858	2858	1
P2RY12	1474	3210	2
IGSF10	7871	22020	6
AADACL2	1485	23838	5
AADAC	1607	14417	5
SUCNR1	1418	8214	3
MBNL1	6404	197740	10
P2RY1	3106	3106	1
RAP2B	6233	6233	1
SGEF	3861	135148	15
DHX36	3595	48814	25
GPR149	2322	92043	4
DYSFIP1	799	1559	3
ESCO1	4499	71432	12
CHST9	2217	269666	6
CDYL2	2233	200498	7
TSC2	5430	40723	40
PLCH1	6065	116497	21
C3orf33	1931	43655	6
SLC33A1	2659	26797	6
GMPS	2454	67194	16
KCNAB1	3170	418046	14
SSR3	3062	14391	5
TIPARP	3831	32151	6
FLJ16641	2881	219823	14
CCNL1	2622	12895	11
VEPH1	3044	238646	14
PTX3	1869	6769	3
SHOX2	2780	7026	4
RSRC1	1626	434683	10
MLF1	1103	34198	7
GFM1	3465	48042	18
LXN	1113	6277	6
RARRES1	1524	35377	6
MFSD1	2161	27593	16
SCHIP1	2106	623596	8
IL12A	1436	7177	7
IFT80	4292	142533	20
SC5DL	7019	20543	5
LOC219854	2103	6807	4
GLB1L3	2706	42402	19
SMC4	5122	35310	24
TRIM59	3875	14335	3
KPNA4	3800	65413	17
ARL14	1287	1287	1
PPM1L	3052	314818	4
B3GALNT1	3289	21011	5
NMD3	2728	30697	16
SI	6010	99597	48
SLITRK3	4212	9952	2
BCHE	2443	64558	4
FLJ23049	3222	139987	21
SERPINI2	1430	32096	9
WDR49	2591	174815	15
PDCD10	1437	50899	9
SERPINI1	1895	89832	9
GOLPH4	3513	86439	16
EVI1	3572	61544	16
MDS1	1286	514589	4
ARPM1	2001	2971	2
MYNN	3131	14483	8
LRRC34	1433	19048	10
SAMD7	2260	27465	9
TLOC1	6539	31580	8
GPR160	1742	46479	3
PHC3	3319	84859	15
PRKCI	4873	83540	18
SKIL	3051	35017	7
CLDN11	2153	15219	3
SLC7A14	2909	119298	8
EIF5A2	5536	20222	5
SLC2A2	3439	30632	11
TNIK	4081	396181	33
PLD1	5473	137222	26
FNDC3B	6890	360101	26
GHSR	1100	3252	2
TNFSF10	1758	17805	5
AADACL1	4288	80571	5
ECT2	3911	66966	23
SPATA16	2047	251852	11
NLGN1	4918	884873	7
NAALADL2	4910	946316	14
TBL1XR1	5910	175867	16
KCNMB2	2542	307993	5
ZMAT3	2407	48058	6
PIK3CA	3707	86185	21
KCNMB3	1488	8848	4
ZNF639	3013	11770	7
WHDC1L1	3588	20629	11
MFN1	3511	45527	18
GNB4	3302	52370	10
AAMP	1792	6041	11
ANXA3	1616	58862	13
MRPL47	1178	16178	7
NDUFB5	1058	19713	6
USP13	2717	131041	21
PEX5L	3577	236468	15
CD1A	2093	4130	6
FXR1	2664	64497	16
DNAJC19	1413	6025	6
WDFY2	3808	177687	12
GALNT6	4520	39368	12
SOX2	2500	2500	1
ATP11B	7318	128129	30
DCUN1D1	3151	37767	7
LAMP3	3296	40620	6
MCF2L2	4772	250025	30
LOC389286	832	1461	5
KLHL24	7326	48892	8
YEATS2	6501	114803	31
MAP6D1	2104	9696	3
PARL	1261	55520	9
ABCC5	5841	98002	30
HTR3D	1458	7825	6
HTR3C	1697	7625	9
HTR3E	1911	6816	8
EIF2B5	2897	10289	16
DVL3	5061	18030	15
AP2M1	1933	9245	11
ABCF3	2547	7908	21
ALG3	1520	6630	9
ABCA4	7323	128310	50
MGC2408	985	9098	3
ECE2	3410	43302	19
CAMK2N2	1360	2249	2
PSMD2	2922	9819	21
EIF4G1	5447	20790	33
C3orf40	3676	5805	3
CLCN2	2696	14873	24
POLR2H	821	5170	5
THPO	1805	6160	6
SFRS2IP	7594	71486	15
CHRD	3521	9757	23
TTC14	3003	8971	12
EPHB3	4219	20609	16
MAGEF1	1681	1681	1
VPS8	5047	240472	47
TM6SF2	1483	8901	10
LOC285382	5899	74963	2
EHHADH	3799	63424	7
MAP3K13	3553	119655	14
TMEM41A	1372	8002	5
LIPH	2473	44799	10
SENP2	3192	44853	17
IGF2BP2	3541	181300	15
SFRS10	1936	21215	9
ETV5	4073	62767	13
LOC390688	702	1434	2
SEBOX	665	976	3
LOC728238	3529	4618	6
CRYGS	841	5935	3
TBCCD1	2410	20983	8
DNAJB11	1688	15122	10
AHSG	1534	8219	7
FETUB	1626	12648	7
HRG	1951	12225	7
KNG1	1663	26622	11
EIF4A2	1888	6323	11
RFC4	1389	16607	11
ADIPOQ	4576	15788	3
ST6GAL1	4401	147824	8
RPL39L	703	18523	3
TBC1D4	6363	197442	21
MASP1	4353	73815	16
RTP4	1009	3200	2
SST	630	1506	2
RTP2	1346	4299	2
BCL6	3622	15084	10
LPP	7259	666721	11
FAM79B	3656	151508	6
TP73L	4903	265847	14
LEPREL1	3404	164097	15
CLDN1	3419	16713	4
CLDN16	1493	22492	5
UNQ846	1444	21218	5
IL1RAP	2041	116181	9
OSTN	400	37587	3
UTS2D	1276	14690	5
CCDC50	1926	63091	11
FGF12	2800	266283	5
C3orf59	3363	121342	2
HRASLS	1061	29726	4
ATP13A5	3655	103682	30
ATP13A4	4273	152830	30
OPA1	5864	104204	29
HES1	1455	2465	4
LRRC15	5937	14488	3
TMEM44	2311	45711	10
LSG1	3274	31392	14
FAM43A	3143	3143	1
C3orf21	2701	202863	4
CENTB2	7091	168274	23
PPP1R2	3312	28849	6
APOD	1038	15412	5
MUC20	1828	12575	7
IL17RB	2039	19250	11
SRGAP2	5973	121583	20
C1orf121	4090	55981	5
PINK1	2659	18056	8
DDOST	2126	9778	11
ICA1	2255	148866	14
TNK2	4222	32197	15
TFRC	5009	32592	19
FLJ25996	1828	18255	3
ZDHHC19	1336	13977	8
OSTalpha	1453	16917	9
PCYT1A	1578	49327	10
MGC33212	650	27047	5
RGS9BP	2894	2894	1
ZNF17	2678	10779	3
RNF168	2315	31954	6
WDR53	1569	14353	4
LRRC33	2462	22217	3
C3orf34	1358	5174	3
PIGX	1860	22453	6
PAK2	5786	92438	15
SENP5	2772	63323	10
PIGZ	2700	22490	3
MFI2	2372	26486	16
DLG1	3042	254025	26
BDH1	3393	46204	7
FYTTD1	3694	34502	10
LRCH3	2258	80312	19
IQCG	2244	70927	12
RPL35A	481	5668	5
LOC348840	2155	22652	6
ZNF595	2860	34873	4
ZNF141	2968	37422	4
PNMT	1157	2222	3
PIGG	3197	40303	13
ATP5I	359	1897	4
MYL5	660	4106	7
MFSD7	1865	7355	10
PCGF3	5663	64853	11
CPLX1	2139	41200	4
GAK	4331	82910	28
TMEM175	1770	26180	11
DGKQ	4635	14669	23
SLC26A1	1127	14320	3
FGFRL1	3214	15076	7
RNF212	2332	42082	10
DEFB137	235	661	2
SPON2	1802	5875	6
CTBP1	2483	37681	10
MGC21675	2440	2440	1
MAEA	2188	50253	9
KIAA1530	4560	40629	14
CRIPAK	1935	1935	1
SLBP	1725	19504	8
TMEM129	2676	5405	3
TACC3	2778	23630	16
FGFR3	4069	14976	17
LETM1	3908	43215	14
KCNK17	1564	15459	5
ME1	3356	220668	14
WHSC2	2244	26298	11
NAT8L	2342	6049	3
C15orf2	8052	8052	1
USP50	1773	46510	7
ZNF208	8239	44847	7
C4orf15	5600	13765	5
MXD4	3773	14580	6
ZFYVE28	4110	149045	13
RNF4	2944	46775	8
C4orf8	4732	107143	19
TNIP2	1932	14675	6
SH3BP2	7300	20374	13
ADD1	3939	86204	15
TETRAN	1757	3475	12
NOL14	2915	25453	19
GRK4	2218	77132	15
TRPS1	9990	260503	7
C9orf100	3763	5938	9
CCNB3	4509	67370	12
COL24A1	6498	427204	60
LOC340069	1335	6224	5
ABCE1	4190	31520	18
FGFR2	4631	120117	18
GAS2L2	3007	8361	6
ENTPD8	2110	7085	9
DCC	5690	1191212	29
HGFAC	2036	7486	14
FBXO36	2814	90618	4
LRPAP1	1485	19850	8
ADRA2C	1956	1956	1
OTOP1	1869	38092	6
TMEM128	1732	12666	5
LYAR	1506	22406	10
ZNF509	2885	31532	8
STX18	2155	123078	11
CYTL1	998	4882	4
STK32B	3224	449199	12
C4orf6	870	2643	3
RBM4	1644	7803	4
SLC2A13	7001	350837	10
CRMP1	3036	67824	14
FLJ46481	3178	31322	7
JAKMIP1	2547	146797	13
WFS1	3639	33415	8
MAN2B2	4242	47287	19
MRFAP1	1534	2005	2
DFNB59	1413	9837	7
S100P	509	3331	2
MRFAP1L1	2120	2120	1
CNO	1546	1546	1
KIAA0232	7840	101424	10
TBC1D14	4925	123267	14
GRPEL1	1504	8021	4
SORCS2	5954	550091	27
LOC389199	1295	1295	1
ABLIM2	3391	193498	16
SH3TC1	4224	41735	18
HTRA3	2533	37339	9
ACOX3	2411	73981	18
C4orf23	1851	22139	7
FLJ45966	3204	5783	4
GPR78	1939	7228	3
CPZ	2227	27052	11
DUB3	1592	1592	1
DRD5	2030	2030	1
SLC2A9	1855	195265	12
WDR1	2723	42611	12
KIAA1729	6936	17529	3
MIST	1779	194651	19
HS3ST1	1964	30549	2
RAB28	1647	116574	7
BAPX1	2165	3585	2
FAM44A	10542	58963	26
CPEB2	5627	66253	11
C1QTNF7	3939	105653	3
FBXL5	3371	50860	11
BST1	1411	29155	9
CD38	1491	70776	8
FGFBP1	1182	2780	2
FGFBP2	1132	2958	2
PROM1	3794	107710	27
TAPT1	3382	65176	15
FLJ39653	2000	2000	1
LDB2	2443	397164	8
QDPR	1502	25691	7
LAP3	2100	30664	13
MED28	1281	9888	4
